periodo,tipo,n_componentes,volume_observado,volume_predito_xgb,volume_baseline,valor_unitario_medio,mae_xgb,wmape_xgb,bias_xgb,bias_pct_xgb,mae_mm12,wmape_mm12,bias_mm12,bias_pct_mm12,melhoria_mae_xgb,melhoria_wmape_xgb
2021-05-01,treino,352.0,33304.0,34020.763822853565,46578.91666666667,74.55142992424237,37.847735087398576,0.2806987318816793,-716.7638228535652,-2.1521853917053964,82.13866396761134,0.6091835815517656,-13274.916666666668,-39.85982664744976,53.922144262874085,53.922144262874085
2021-06-01,treino,352.0,35760.0,37584.294408112764,47806.0,74.55142992424237,35.91747978655433,0.24808773789929864,-1824.2944081127644,-5.101494429845538,72.4804318488529,0.5006338553318419,-12046.0,-33.68568232662192,50.44527347539145,50.44527347539146
2021-07-01,treino,352.0,42546.0,40111.270253151655,48169.0,74.55142992424237,44.785540290930975,0.26183555320630447,2434.729746848345,5.722582021455237,86.15924426450744,0.5037240421637317,-5622.999999999999,-13.216283551920272,48.0200404805779,48.02004048057789
2021-08-01,treino,352.0,40082.0,40312.19138518721,48964.083333333336,74.55142992424237,35.335046459521564,0.22681827163379273,-230.19138518720865,-0.5743011456195016,68.35548941798943,0.4387789325317982,-8882.083333333332,-22.159780782728735,48.30693663320875,48.30693663320874
2021-09-01,treino,352.0,58477.0,54967.67951947451,49453.75,74.55142992424237,43.347550809845444,0.19124900574482487,3509.3204805254936,6.00119787356652,60.86789405684755,0.2685486031545166,9023.25,15.430425637430101,28.78421131284579,28.7842113128458
2021-10-01,treino,352.0,26781.0,33271.421480001416,50146.666666666664,74.55142992424237,45.73225831127896,0.43886301430113484,-6490.421480001416,-24.235172248987773,110.65369649805447,1.061872222844554,-23365.666666666668,-87.24717772550191,58.67082640833148,58.670826408331486
2021-11-01,treino,352.0,37523.0,37713.34061533213,47697.16666666667,74.55142992424237,36.33859880285968,0.25002730489223973,-190.34061533212662,-0.5072638523895387,76.7431906614786,0.5280306275433712,-10174.166666666668,-27.11448089616147,52.64909044093222,52.64909044093222
2021-12-01,treino,352.0,31531.0,34109.40179762989,45847.916666666664,74.55142992424237,34.575488573284105,0.2851044061099828,-2578.401797629893,-8.177354976467264,73.27596153846154,0.6042228283276775,-14316.916666666666,-45.40584398422716,52.814691411267376,52.814691411267376
2022-01-01,treino,352.0,31376.0,31941.624449789524,41731.08333333333,74.55142992424237,33.711438787212735,0.2855505484500835,-565.6244497895241,-1.802729633444429,65.37339743589745,0.5537411087582126,-10355.083333333334,-33.00319777324495,48.43248154531232,48.432481545312314
2022-02-01,treino,352.0,40086.0,40387.62854552269,39630.333333333336,74.55142992424237,46.0210348804042,0.3068995481228827,-301.6285455226898,-0.7524535885912533,61.205031446540886,0.40815676011206736,455.66666666666663,1.1367227128340733,24.80841232701439,24.80841232701438
2022-03-01,treino,352.0,46713.0,41272.031273305416,37878.33333333333,74.55142992424237,39.87127370568973,0.24166478462038066,5440.968726694584,11.647654243346786,52.088928150765604,0.31571751872238046,8834.666666666668,18.912651010782156,23.455376946350732,23.45537694635074
2022-04-01,treino,352.0,35411.0,34322.328161641955,38221.66666666667,74.55142992424237,34.689848809759376,0.2811551949507481,1088.6718383580446,3.074388857581104,50.8205574912892,0.41189178503854734,-2810.6666666666665,-7.93726996319411,31.740518951006546,31.740518951006543
2022-05-01,treino,352.0,47663.0,45769.780445188284,38299.16666666667,74.55142992424237,42.33756459911941,0.2549331984966803,1893.219554811716,3.9720948215842813,57.574332171893154,0.34668051388568355,9363.833333333332,19.645916818776264,26.464514650874378,26.464514650874367
2022-06-01,treino,352.0,41755.0,42323.91570556164,39495.75,74.55142992424237,36.35512546275966,0.2499082898089153,-568.9157055616379,-1.3625091738992645,46.695412311265976,0.32098831964104657,2259.25,5.410729253981559,22.144117241281037,22.144117241281034
2022-07-01,treino,352.0,34899.0,37095.47859853506,39995.33333333333,74.55142992424237,34.51916095510953,0.2852086626809979,-2196.478598535061,-6.293815291369555,53.079861111111114,0.4385632728002984,-5096.333333333334,-14.60309273427128,34.967499476211536,34.96749947621153
